Time	UpLink(kbps)	Downlink(kbps)	Payload(Bytes)	SampleTime(ms)	DurationTime(ms)	UploadData(MB)	DownloadData(MB)	Network_Type	LTE_SS	LTE_RSRP(W)	LTE_RSRQ	LTE_SNR(dB)
1354171860	492.10	5537.16	1357	1600	16000	1.260	15.663	13	18	-108	14	10	
1354171907	527.72	5508.55	1357	1600	16000	1.474	15.443	13	17	-108	12	22	
1354171958	344.98	3683.92	1357	1600	16000	1.235	13.876	13	17	-108	12	22	
1354172007	513.12	5557.50	1357	1600	16000	1.280	16.449	13	17	-108	12	22	
1354172054	336.78	5213.00	1357	1600	16000	0.894	15.740	13	17	-108	12	22	
1354172145	404.84	4625.11	1357	1600	16000	1.096	14.362	13	17	-108	12	22	
1354172191	320.10	5268.12	1357	1600	16000	0.897	14.565	13	18	-108	13	18	
1354172238	422.54	5500.34	1357	1600	16000	1.180	15.140	13	18	-108	13	18	
1354172284	367.71	5076.65	1357	1600	16000	0.963	15.207	13	18	-108	13	18	
1354172335	352.82	5003.62	1357	1600	16000	1.360	13.204	13	18	-108	13	18	
1354172383	246.73	5320.02	1357	1600	16000	0.886	15.646	13	18	-108	13	18	
1354172431	540.10	5358.84	1357	1600	16000	1.453	15.485	13	18	-108	13	18	
1354172477	429.52	5842.70	1357	1600	16000	1.219	15.986	13	18	-108	13	18	
1354172522	645.70	5552.87	1357	1600	16000	1.552	15.911	13	18	-108	13	18	
1354172568	365.09	5720.00	1357	1600	16000	0.937	15.470	13	18	-108	13	18	
1354172618	413.06	5690.34	1357	1600	16000	1.200	15.710	13	18	-108	13	18	
1354172666	386.62	6080.20	1357	1600	16000	1.176	17.017	13	18	-108	13	18	
1354172717	413.46	5498.22	1357	1600	16000	1.457	16.040	13	18	-108	13	18	
1354172763	405.86	5551.00	1357	1600	16000	1.171	16.251	13	18	-108	13	18	
1354172817	677.40	6282.88	1357	1600	16000	2.076	17.501	13	18	-108	13	18	
1354172865	308.95	6049.97	1357	1600	16000	0.835	16.737	13	18	-108	13	18	
1354172911	454.14	5360.04	1357	1600	16000	1.094	15.433	13	18	-108	13	18	
1354172956	326.90	5479.15	1357	1600	16000	0.928	15.061	13	18	-108	13	18	
1354173003	364.74	5290.32	1357	1600	16000	0.949	15.219	13	18	-108	13	18	
1354173049	355.76	5598.50	1357	1600	16000	0.950	14.803	13	18	-108	13	18	
1354173100	306.40	5317.00	1357	1600	16000	0.932	15.971	13	18	-108	13	18	
1354173147	403.65	5501.96	1357	1600	16000	1.020	15.901	13	18	-108	13	18	
1354173194	444.47	5289.23	1357	1600	16000	1.238	16.080	13	16	-108	13	26	
1354173243	308.95	4697.19	1357	1600	16000	0.858	14.386	13	18	-108	12	20	
1354173290	360.10	5603.74	1357	1600	16000	0.908	16.551	13	18	-108	12	20	
1354173336	458.69	4848.17	1357	1600	16000	1.314	13.905	13	18	-108	12	20	
1354173386	389.22	5529.07	1357	1600	16000	1.337	15.284	13	18	-108	12	20	
1354173431	499.80	5217.87	1357	1600	16000	1.286	13.223	13	18	-108	13	28	
1354173476	661.55	5570.28	1357	1600	16000	1.330	15.177	13	17	-108	12	28	
1354173521	594.11	5987.29	1357	1600	16000	1.509	16.484	13	17	-108	12	28	
1354173570	670.39	5819.36	1357	1600	16000	1.729	15.676	13	17	-108	12	28	
1354173620	444.21	5834.43	1357	1600	16000	1.624	16.784	13	17	-108	12	28	
1354173665	386.56	6003.99	1357	1600	16000	0.930	16.581	13	18	-108	13	28	
1354173713	299.18	6032.83	1357	1600	16000	0.930	17.077	13	18	-108	13	28	
1354173759	459.86	5898.37	1357	1600	16000	1.306	16.963	13	17	-108	12	28	
1354173806	613.27	5755.44	1357	1600	16000	1.372	16.511	13	18	-108	13	28	
1354173854	253.08	5454.89	1357	1600	16000	0.757	15.115	13	18	-108	13	28	
1354173905	222.21	5417.61	1357	1600	16000	0.848	16.278	13	18	-108	13	28	
1354173957	441.80	5425.80	1357	1600	16000	1.209	16.013	13	18	-108	13	28	
1354174002	236.48	5629.00	1357	1600	16000	0.722	15.636	13	18	-108	13	28	
1354174052	301.56	5579.86	1357	1600	16000	0.859	16.407	13	18	-108	13	28	
1354174096	650.71	5464.38	1357	1600	16000	1.435	15.574	13	18	-108	13	-4	
1354174148	373.16	5727.64	1357	1600	16000	1.356	15.564	13	18	-108	13	0	
1354174195	211.41	5612.51	1357	1600	16000	0.569	15.262	13	18	-108	13	0	
1354174241	198.72	4696.94	1357	1600	16000	0.573	13.365	13	18	-108	13	0	
1354174284	382.66	5404.11	1357	1600	16000	0.770	14.729	13	18	-108	13	0	
1354174332	429.94	5718.23	1357	1600	16000	1.088	16.390	13	18	-108	13	0	
1354174434	187.89	5143.34	1357	1600	16000	0.663	14.545	13	18	-108	13	0	
1354174480	429.32	5395.00	1357	1600	16000	1.156	15.485	13	18	-108	13	0	
1354174525	751.26	5587.76	1357	1600	16000	1.781	15.976	13	18	-108	13	0	
1354174572	396.46	5500.92	1357	1600	16000	1.012	16.325	13	18	-108	13	0	
1354174621	270.05	5480.86	1357	1600	16000	0.820	15.864	13	18	-108	13	0	
1354174668	351.91	5633.74	1357	1600	16000	0.956	15.445	13	18	-108	13	0	
1354174718	393.41	5224.32	1357	1600	16000	1.167	15.834	13	18	-108	13	0	
1354174767	387.13	5200.00	1357	1600	16000	1.136	15.120	13	18	-108	13	10	
1354174812	496.89	5790.76	1357	1600	16000	1.365	16.916	13	18	-108	13	10	
1354174859	388.87	5774.89	1357	1600	16000	1.106	16.955	13	18	-108	13	28	
1354174904	609.74	5750.70	1357	1600	16000	1.361	16.249	13	18	-108	13	28	
1354174952	380.24	5707.35	1357	1600	16000	1.082	16.234	13	18	-108	13	28	
1354175000	484.64	5534.54	1357	1600	16000	1.422	14.548	13	17	-108	13	24	
1354175046	442.44	5691.00	1357	1600	16000	1.394	16.395	13	16	-108	12	20	
1354175094	416.72	5696.34	1357	1600	16000	1.240	16.129	13	18	-108	12	16	
1354175137	360.42	5395.00	1357	1600	16000	0.916	15.187	13	17	-108	13	-2	
1354175184	406.80	5646.74	1357	1600	16000	1.009	15.926	13	18	-108	14	0	
1354175230	678.86	5141.86	1357	1600	16000	1.389	14.795	13	18	-108	14	0	
1354175278	736.37	5441.26	1357	1600	16000	1.796	16.058	13	18	-108	14	0	
1354175323	393.81	5647.94	1357	1600	16000	1.215	15.294	13	18	-108	14	0	
1354175367	465.71	5428.14	1357	1600	16000	1.135	15.497	13	18	-108	14	0	
1354175413	749.05	5503.37	1357	1600	16000	1.782	14.944	13	18	-108	14	0	
1354175460	444.88	5258.43	1357	1600	16000	1.320	15.155	13	18	-108	14	0	
1354175511	640.47	4273.14	1357	1600	16000	2.266	14.054	13	18	-108	14	0	
1354175558	414.07	5430.59	1357	1600	16000	1.262	15.373	13	18	-108	14	0	
1354175606	456.80	5681.54	1357	1600	16000	1.404	16.402	13	18	-108	14	0	
1354175649	463.80	5716.43	1357	1600	16000	1.157	16.053	13	18	-108	14	0	
1354175699	465.88	5309.81	1357	1600	16000	1.292	15.458	13	18	-108	14	0	
1354175751	499.98	5053.86	1357	1600	16000	1.711	14.565	13	18	-108	14	0	
1354175797	433.40	5482.57	1357	1600	16000	0.947	16.214	13	18	-108	14	0	
1354175847	675.82	5586.51	1357	1600	16000	1.892	15.839	13	18	-108	12	22	
1354175896	425.52	5346.16	1357	1600	16000	1.339	16.040	13	18	-108	12	22	
1354175941	369.97	5636.18	1357	1600	16000	0.927	16.214	13	18	-108	12	22	
1354175988	722.30	5690.44	1357	1600	16000	1.787	15.777	13	18	-108	12	22	
1354176038	663.78	5383.44	1357	1600	16000	1.761	16.442	13	18	-108	12	22	
1354176084	380.62	5610.74	1357	1600	16000	0.938	16.159	13	18	-108	12	22	
1354176133	399.70	5727.64	1357	1600	16000	1.202	15.492	13	18	-108	12	22	
1354176181	550.10	5627.22	1357	1600	16000	1.433	16.216	13	18	-108	12	22	
1354176228	476.42	5224.46	1357	1600	16000	1.270	14.917	13	18	-108	12	22	
1354176269	441.89	5429.50	1357	1600	16000	1.024	15.410	13	18	-108	12	22	
1354176314	466.90	5555.32	1357	1600	16000	1.358	15.681	13	18	-108	12	22	
1354176360	352.96	5534.55	1357	1600	16000	0.912	15.244	13	18	-108	12	22	
1354176408	428.25	5636.14	1357	1600	16000	1.290	16.152	13	18	-108	12	22	
1354176450	536.90	5753.60	1357	1600	16000	1.113	16.536	13	18	-108	12	22	
1354176494	469.87	5660.92	1357	1600	16000	1.282	15.886	13	18	-108	12	22	
1354176543	704.36	5596.00	1357	1600	16000	1.922	16.268	13	18	-108	12	22	
1354176591	768.89	5594.28	1357	1600	16000	1.981	16.273	13	18	-108	12	22	
1354176636	465.88	5628.46	1357	1600	16000	1.350	16.596	13	18	-108	12	22	
1354176679	465.25	5581.24	1357	1600	16000	1.148	15.676	13	18	-108	12	22	
1354176726	466.34	5659.14	1357	1600	16000	1.175	15.956	13	16	-108	13	24	
1354176773	415.08	5649.71	1357	1600	16000	1.183	15.743	13	18	-108	13	20	
1354176818	518.50	5707.00	1357	1600	16000	1.530	15.715	13	18	-108	13	20	
1354176864	453.68	5750.70	1357	1600	16000	1.275	16.194	13	17	-108	12	22	
1354176910	429.09	5776.34	1357	1600	16000	1.310	15.869	13	17	-108	12	22	
1354176958	376.76	5717.41	1357	1600	16000	1.092	15.797	13	17	-108	12	22	
1354176999	404.80	5659.74	1357	1600	16000	0.861	15.896	13	17	-108	12	22	
1354177048	442.46	5170.76	1357	1600	16000	1.338	15.232	13	17	-108	12	22	
1354177097	758.64	5716.77	1357	1600	16000	1.902	16.873	13	17	-108	12	22	
1354177145	434.94	5735.28	1357	1600	16000	1.326	16.591	13	17	-108	12	22	
1354177192	465.41	5519.32	1357	1600	16000	1.292	12.388	13	16	-108	13	20	
1354177239	474.82	5459.35	1357	1600	16000	1.319	16.541	13	18	-108	12	18	
1354177284	491.51	5267.78	1357	1600	16000	1.329	13.687	13	18	-108	12	18	
1354177328	397.90	5750.44	1357	1600	16000	1.187	15.919	13	18	-108	12	18	
1354177372	495.86	5769.49	1357	1600	16000	1.453	16.645	13	18	-108	12	18	
1354177417	501.04	5721.14	1357	1600	16000	1.198	16.514	13	18	-108	12	18	
1354177462	434.24	5685.72	1357	1600	16000	1.099	16.038	13	18	-108	12	18	
1354177510	455.50	5759.00	1357	1600	16000	1.442	15.966	13	18	-108	12	18	
1354177554	532.16	5791.42	1357	1600	16000	1.386	16.100	13	18	-108	12	18	
1354177599	452.12	5815.75	1357	1600	16000	1.276	16.231	13	18	-108	12	18	
1354177646	490.59	5848.40	1357	1600	16000	1.370	16.526	13	18	-108	12	18	
1354177693	512.56	5751.78	1357	1600	16000	1.443	16.633	13	17	-109	12	4	
1354177738	494.92	5772.00	1357	1600	16000	1.223	16.315	13	17	-109	12	4	
1354177786	412.53	5744.64	1357	1600	16000	1.469	15.934	13	17	-109	12	4	
1354177833	750.38	5819.59	1357	1600	16000	1.725	16.829	13	17	-109	12	4	
1354177880	433.37	5772.37	1357	1600	16000	1.206	16.940	13	17	-109	12	4	
1354177925	509.72	5764.80	1357	1600	16000	1.250	16.878	13	17	-109	12	0	
1354177974	432.38	5772.00	1357	1600	16000	1.446	15.844	13	17	-109	12	0	
1354178020	582.87	5756.53	1357	1600	16000	1.490	16.551	13	17	-109	12	0	
1354178121	409.25	5482.57	1357	1600	16000	1.095	16.340	13	17	-109	12	0	
1354178163	464.81	5772.00	1357	1600	16000	1.292	15.986	13	17	-109	12	0	
1354178204	401.50	5783.54	1357	1600	16000	1.121	15.567	13	17	-109	12	0	
1354178253	429.74	5848.38	1357	1600	16000	1.303	15.983	13	17	-109	12	0	
1354178298	455.00	5812.32	1357	1600	16000	1.284	16.239	13	17	-109	12	0	
1354178342	368.63	5789.68	1357	1600	16000	0.943	16.715	13	17	-109	12	0	
1354178390	389.65	5811.00	1357	1600	16000	1.226	15.780	13	17	-109	12	0	
1354178436	478.62	5487.56	1357	1600	16000	1.386	15.748	13	17	-109	12	0	
1354178482	390.18	5655.00	1357	1600	16000	1.074	15.735	13	17	-109	12	0	
1354178532	431.01	5422.14	1357	1600	16000	1.355	16.162	13	17	-109	12	0	
1354178579	455.00	5440.20	1357	1600	16000	1.483	15.242	13	17	-109	12	0	
1354178624	423.50	5785.69	1357	1600	16000	1.169	16.291	13	17	-109	12	0	
1354178674	459.46	5355.72	1357	1600	16000	1.255	13.687	13	17	-109	12	0	
1354178719	411.91	5482.57	1357	1600	16000	0.911	16.653	13	17	-109	12	0	
1354178765	481.19	5546.67	1357	1600	16000	1.268	15.264	13	17	-109	12	0	
1354178809	665.75	5544.07	1357	1600	16000	1.436	15.480	13	17	-109	12	0	
1354178857	737.73	5276.96	1357	1600	16000	1.896	15.155	13	17	-109	12	0	
1354178905	687.25	5633.74	1357	1600	16000	1.831	16.489	13	17	-109	12	0	
1354178948	222.20	5391.18	1357	1600	16000	0.661	15.108	13	17	-109	12	0	
1354178993	237.88	5555.30	1357	1600	16000	0.760	16.325	13	17	-109	12	0	
1354179038	660.90	5278.00	1357	1600	16000	1.376	14.359	13	17	-108	12	0	
1354179084	712.22	5532.39	1357	1600	16000	1.666	16.888	13	17	-108	12	0	
1354179134	745.54	5670.93	1357	1600	16000	1.968	16.529	13	17	-108	12	0	
1354179184	653.18	5646.16	1357	1600	16000	1.746	16.422	13	17	-108	12	0	
1354179231	425.99	5575.62	1357	1600	16000	1.242	16.253	13	17	-108	12	0	
1354179279	441.13	5692.22	1357	1600	16000	1.260	17.054	13	17	-108	12	0	
1354179326	457.70	5662.12	1357	1600	16000	1.254	15.371	13	17	-108	12	0	
1354179371	432.55	5711.72	1357	1600	16000	1.158	16.288	13	17	-108	12	0	
1354179418	773.91	5576.53	1357	1600	16000	2.062	15.281	13	17	-108	12	0	
1354179519	413.87	5362.50	1357	1600	16000	1.123	14.654	13	17	-108	12	20	
1354179570	278.92	5313.61	1357	1600	16000	0.956	15.408	13	18	-108	13	18	
1354179619	257.72	5508.56	1357	1600	16000	0.822	15.153	13	18	-108	13	18	
1354179662	207.97	5310.32	1357	1600	16000	0.749	14.910	13	18	-108	13	18	
1354179712	214.18	5037.70	1357	1600	16000	0.588	15.579	13	18	-108	13	18	
1354179760	226.06	5324.78	1357	1600	16000	0.701	14.555	13	18	-108	13	18	
1354179809	217.84	5195.14	1357	1600	16000	0.594	14.857	13	18	-108	13	18	
1354179857	488.63	5334.62	1357	1600	16000	1.215	15.909	13	18	-108	13	18	
1354179905	332.66	5596.00	1357	1600	16000	0.905	15.658	13	18	-108	13	18	
1354179952	496.89	5434.82	1357	1600	16000	1.429	15.909	13	18	-108	13	18	
1354179999	438.34	5649.70	1357	1600	16000	1.458	16.489	13	18	-108	13	18	
1354180047	604.58	5602.50	1357	1600	16000	1.561	16.263	13	18	-108	13	18	
1354180094	399.28	5732.34	1357	1600	16000	1.266	16.955	13	18	-108	13	18	
1354180141	465.41	5709.30	1357	1600	16000	1.266	16.700	13	18	-108	13	18	
1354180187	436.68	5553.50	1357	1600	16000	1.145	16.524	13	18	-108	13	18	
1354180232	535.07	5761.20	1357	1600	16000	1.330	17.087	13	18	-108	13	18	
1354180280	432.00	5839.85	1357	1600	16000	1.310	16.715	13	18	-108	13	18	
1354180328	406.43	5824.00	1357	1600	16000	1.179	16.231	13	18	-108	13	18	
1354180375	385.04	5831.78	1357	1600	16000	1.092	17.022	13	18	-108	13	18	
1354180423	540.12	5683.86	1357	1600	16000	1.491	16.338	13	18	-108	13	18	
1354180470	449.45	5833.35	1357	1600	16000	1.434	16.077	13	18	-108	12	16	
1354180520	413.41	5699.88	1357	1600	16000	1.257	16.407	13	18	-108	12	16	
1354180567	404.44	6351.24	1357	1600	16000	1.156	17.146	13	18	-108	12	16	
1354180615	454.77	5885.32	1357	1600	16000	1.262	17.560	13	18	-108	12	16	
1354180658	455.49	5722.92	1357	1600	16000	1.153	16.199	13	18	-108	12	16	
1354180707	442.66	5687.50	1357	1600	16000	1.273	16.787	13	18	-108	12	16	
1354180754	464.95	5807.37	1357	1600	16000	1.258	16.231	13	18	-108	12	16	
1354180801	460.36	5748.22	1357	1600	16000	1.171	17.092	13	18	-108	12	16	
1354180848	432.08	5758.30	1357	1600	16000	1.141	16.854	13	17	-108	12	22	
1354180897	436.80	5685.68	1357	1600	16000	1.276	15.495	13	17	-108	13	28	
1354180938	459.91	5696.32	1357	1600	16000	0.942	15.393	13	17	-108	13	28	
1354180985	560.13	5672.73	1357	1600	16000	1.506	15.941	13	17	-108	13	28	
1354181032	595.29	5476.06	1357	1600	16000	1.755	15.963	13	17	-108	13	28	
1354181078	427.28	5565.30	1357	1600	16000	1.171	13.824	13	17	-108	13	28	
1354181124	498.65	5633.21	1357	1600	16000	1.248	16.960	13	17	-108	13	28	
1354181171	441.56	5758.30	1357	1600	16000	1.184	17.265	13	17	-108	13	28	
1354181219	493.94	5608.99	1357	1600	16000	1.323	16.581	13	17	-108	13	28	
1354181266	464.95	5685.68	1357	1600	16000	1.272	15.956	13	18	-109	13	22	
1354181315	497.34	5636.70	1357	1600	16000	1.612	16.030	13	18	-109	13	22	
1354181364	452.78	5830.50	1357	1600	16000	1.281	17.087	13	18	-109	13	22	
1354181411	427.55	5843.50	1357	1600	16000	1.356	16.757	13	18	-109	13	22	
1354181457	335.00	5815.68	1357	1600	16000	0.921	16.283	13	18	-109	13	22	
1354181502	509.21	5435.28	1357	1600	16000	1.280	15.562	13	18	-108	14	2	
1354181546	459.46	5678.55	1357	1600	16000	1.040	16.286	13	18	-108	14	24	
1354181593	484.64	5709.93	1357	1600	16000	1.289	17.411	13	18	-108	14	24	
1354181639	389.22	5779.58	1357	1600	16000	0.989	16.489	13	18	-108	14	24	
1354181686	398.09	5668.00	1357	1600	16000	1.254	15.844	13	18	-108	14	24	
1354181736	681.88	5539.32	1357	1600	16000	1.865	16.906	13	18	-108	14	24	
1354181783	435.96	5774.16	1357	1600	16000	1.282	16.479	13	18	-108	13	28	
1354181831	450.55	5779.90	1357	1600	16000	1.293	16.377	13	18	-108	13	28	
1354181878	503.94	5762.95	1357	1600	16000	1.389	16.861	13	18	-108	13	28	
1354181925	507.19	5885.57	1357	1600	16000	1.343	15.725	13	18	-108	13	28	
1354181970	451.89	5792.88	1357	1600	16000	1.207	16.345	13	18	-108	13	28	
1354182018	440.04	5604.24	1357	1600	16000	1.214	16.350	13	18	-108	13	28	
1354182063	557.27	5715.78	1357	1600	16000	1.513	16.377	13	18	-108	13	28	
1354182110	464.48	5886.29	1357	1600	16000	1.304	17.208	13	18	-108	13	28	
1354182157	517.98	5844.72	1357	1600	16000	1.429	17.612	13	18	-108	13	28	
1354182202	664.43	5833.60	1357	1600	16000	1.548	16.789	13	18	-108	13	28	
1354182246	716.68	5863.00	1357	1600	16000	1.607	16.335	13	18	-108	13	28	
1354182291	514.40	5813.00	1357	1600	16000	1.400	15.837	13	18	-108	13	28	
1354182339	470.60	5092.76	1357	1600	16000	1.280	16.335	13	17	-108	12	28	
1354182385	490.06	6359.50	1357	1600	16000	1.424	17.543	13	17	-108	12	28	
1354182435	492.00	5560.52	1357	1600	16000	1.442	16.573	13	17	-108	12	28	
1354182483	488.52	5733.48	1357	1600	16000	1.558	16.856	13	17	-108	12	28	
1354182529	383.91	5810.22	1357	1600	16000	1.012	16.561	13	17	-108	14	-4	
1354182572	362.99	5460.00	1357	1600	16000	0.915	15.837	13	18	-108	13	2	
1354182618	410.27	5865.00	1357	1600	16000	1.024	16.020	13	18	-108	13	2	
1354182666	432.94	5859.34	1357	1600	16000	1.290	16.665	13	18	-108	13	2	
1354182713	440.69	5896.48	1357	1600	16000	1.154	16.891	13	18	-108	13	2	
1354182762	551.36	4844.48	1357	1600	16000	1.442	14.667	13	16	-109	12	22	
1354182807	539.04	5828.40	1357	1600	16000	1.473	16.747	13	18	-109	13	22	
1354182855	464.95	5807.37	1357	1600	16000	1.271	16.363	13	18	-109	13	22	
1354182904	478.00	5939.15	1357	1600	16000	1.400	17.545	13	16	-108	13	24	
1354182950	496.89	5822.44	1357	1600	16000	1.484	16.286	13	18	-108	13	20	
1354182997	522.33	5848.18	1357	1600	16000	1.435	16.447	13	18	-108	13	24	
1354183044	475.03	5868.99	1357	1600	16000	1.316	15.802	13	18	-108	13	24	
1354183088	542.26	5796.51	1357	1600	16000	1.422	16.325	13	18	-108	13	24	
1354183135	518.50	5913.16	1357	1600	16000	1.512	17.156	13	18	-108	13	24	
1354183186	561.88	5755.40	1357	1600	16000	1.759	16.782	13	18	-108	13	24	
1354183232	522.06	5632.01	1357	1600	16000	1.499	16.772	13	18	-108	13	24	
1354183279	473.40	5867.82	1357	1600	16000	1.160	17.196	13	18	-108	13	24	
1354183328	454.98	5790.76	1357	1600	16000	1.483	15.882	13	18	-108	13	24	
1354183376	496.89	5588.26	1357	1600	16000	1.510	16.536	13	18	-108	13	24	
1354183423	466.18	5789.70	1357	1600	16000	1.452	15.165	13	17	-108	12	20	
1354183470	455.04	5665.65	1357	1600	16000	1.182	16.886	13	17	-108	12	20	
1354183516	450.38	5846.35	1357	1600	16000	1.213	17.042	13	17	-108	12	20	
1354183562	423.38	5706.37	1357	1600	16000	1.154	16.177	13	16	-108	12	22	
1354183611	414.68	5823.19	1357	1600	16000	1.167	16.913	13	16	-108	13	28	
1354183656	468.76	6248.34	1357	1600	16000	1.226	17.106	13	18	-108	14	22	
1354183700	377.46	5782.46	1357	1600	16000	0.947	17.104	13	18	-108	14	22	
1354183745	454.36	5933.58	1357	1600	16000	1.201	16.452	13	18	-108	14	22	
1354183789	706.00	5927.08	1357	1600	16000	1.493	16.687	13	18	-108	14	22	
1354183841	472.00	5926.18	1357	1600	16000	1.699	16.325	13	18	-108	14	22	
1354183891	370.33	5933.58	1357	1600	16000	1.178	16.273	13	18	-108	14	22	
1354183938	435.28	5846.34	1357	1600	16000	1.229	15.929	13	18	-108	14	22	
1354183984	460.36	5776.70	1357	1600	16000	1.355	16.494	13	18	-108	14	22	
1354184029	407.88	5987.29	1357	1600	16000	1.194	16.072	13	18	-108	14	0	
1354184073	758.40	5874.16	1357	1600	16000	1.829	14.721	13	18	-108	14	0	
1354184118	586.36	5881.65	1357	1600	16000	1.458	16.206	13	18	-108	14	0	
1354184166	719.40	5865.84	1357	1600	16000	1.827	17.349	13	18	-108	13	18	
1354184212	426.14	6486.22	1357	1600	16000	1.262	18.450	13	18	-108	13	18	
1354184261	429.30	5787.16	1357	1600	16000	1.438	16.482	13	18	-108	13	18	
1354184307	393.08	5871.46	1357	1600	16000	1.141	16.819	13	18	-108	13	18	
1354184356	352.95	5877.98	1357	1600	16000	0.962	17.416	13	16	-108	13	28	
1354184404	705.91	5941.00	1357	1600	16000	1.858	16.841	13	18	-108	13	20	
1354184447	339.25	5547.53	1357	1600	16000	1.025	15.398	13	17	-109	12	18	
1354184545	326.10	5664.46	1357	1600	16000	0.868	15.428	13	18	-108	13	22	
1354184596	348.10	5773.10	1357	1600	16000	1.236	16.792	13	18	-108	13	22	
1354184641	673.78	5466.17	1357	1600	16000	1.424	15.222	13	18	-108	13	22	
1354184686	749.06	5794.38	1357	1600	16000	1.645	16.722	13	18	-108	13	22	
1354184740	456.36	5829.72	1357	1600	16000	1.865	17.134	13	18	-108	13	22	
1354184786	730.90	5794.05	1357	1600	16000	1.642	16.752	13	18	-109	13	20	
1354184836	365.09	5870.50	1357	1600	16000	1.223	16.806	13	18	-109	13	20	
1354184882	778.16	5634.96	1357	1600	16000	1.773	15.604	13	16	-109	12	22	
1354184927	699.06	5738.83	1357	1600	16000	1.480	16.650	13	17	-108	13	28	
1354184973	540.64	5225.94	1357	1600	16000	1.240	16.447	13	17	-108	13	28	
1354185022	406.56	5966.95	1357	1600	16000	1.297	17.406	13	17	-108	13	28	
1354185065	403.69	5890.93	1357	1600	16000	0.955	16.732	13	17	-108	13	28	
1354185111	682.56	5987.29	1357	1600	16000	1.612	17.039	13	17	-108	13	28	
1354185155	639.54	5855.68	1357	1600	16000	1.446	15.314	13	16	-108	13	28	
1354185201	309.96	5992.86	1357	1600	16000	0.833	17.506	13	18	-108	12	26	
1354185248	325.46	6010.62	1357	1600	16000	0.964	17.570	13	18	-108	12	26	
1354185296	399.28	6091.30	1357	1600	16000	1.249	17.771	13	17	-108	12	28	
1354185340	442.00	5898.31	1357	1600	16000	1.235	16.129	13	17	-108	12	28	
1354185387	365.56	6434.72	1357	1600	16000	1.187	17.325	13	18	-108	13	28	
1354185435	510.90	6014.23	1357	1600	16000	1.504	17.721	13	18	-108	13	28	
1354185482	334.35	6028.90	1357	1600	16000	0.844	17.766	13	18	-108	13	28	
1354185531	384.25	6085.59	1357	1600	16000	1.299	16.911	13	18	-108	13	28	
1354185576	378.33	6418.95	1357	1600	16000	0.921	18.465	13	18	-108	14	28	
1354185625	375.28	6288.48	1357	1600	16000	1.334	17.687	13	17	-108	12	28	
1354185672	328.30	6055.02	1357	1600	16000	0.857	17.585	13	18	-108	13	28	
1354185722	391.00	6137.52	1357	1600	16000	1.224	17.905	13	18	-108	13	28	
1354185766	440.69	5995.75	1357	1600	16000	1.220	17.253	13	17	-108	12	28	
1354185813	748.32	6020.72	1357	1600	16000	1.761	17.456	13	17	-108	12	28	
1354185858	445.27	6068.28	1357	1600	16000	1.314	16.806	13	17	-108	12	28	
1354185907	362.58	6111.54	1357	1600	16000	1.214	15.086	13	18	-108	13	26	
1354185952	358.64	6054.22	1357	1600	16000	1.003	16.992	13	18	-108	13	26	
1354186000	383.15	6091.44	1357	1600	16000	1.008	17.714	13	18	-108	13	26	
1354186046	461.16	5885.34	1357	1600	16000	1.218	17.022	13	18	-108	13	26	
1354186093	336.54	5951.20	1357	1600	16000	0.941	17.216	13	18	-108	14	28	
1354186138	734.46	6076.10	1357	1600	16000	1.453	17.307	13	17	-108	12	28	
1354186182	644.27	6062.90	1357	1600	16000	1.405	17.335	13	18	-108	13	28	
1354186231	373.61	6060.48	1357	1600	16000	1.435	17.206	13	18	-108	13	28	
1354186277	383.73	5908.50	1357	1600	16000	1.103	16.504	13	18	-108	13	28	
1354186321	716.60	5948.43	1357	1600	16000	1.588	17.357	13	18	-108	13	28	
1354186371	787.76	6024.11	1357	1600	16000	1.889	16.648	13	18	-108	13	28	
1354186417	303.06	5832.26	1357	1600	16000	0.831	16.278	13	18	-108	13	28	
1354186467	712.93	5941.01	1357	1600	16000	1.952	16.447	13	17	-108	12	24	
1354186513	343.96	5824.00	1357	1600	16000	0.836	14.823	13	18	-108	13	26	
1354186563	355.40	5865.00	1357	1600	16000	1.232	16.487	13	18	-108	13	26	
1354186607	371.42	6602.86	1357	1600	16000	0.918	18.287	13	18	-108	13	26	
1354186653	747.57	5935.46	1357	1600	16000	1.763	17.007	13	16	-108	13	24	
1354186699	384.96	5857.73	1357	1600	16000	1.015	16.184	13	18	-109	12	18	
1354186749	705.42	6002.26	1357	1600	16000	1.909	16.415	13	18	-108	14	28	
1354186795	474.34	5961.42	1357	1600	16000	1.176	17.878	13	18	-108	14	28	
1354186841	447.45	5854.82	1357	1600	16000	1.262	15.688	13	16	-108	13	28	
1354186886	402.29	5933.62	1357	1600	16000	1.262	16.754	13	16	-108	13	26	
1354186930	375.08	5313.68	1357	1600	16000	1.086	14.238	13	16	-108	12	22	
1354186978	357.58	5906.06	1357	1600	16000	1.006	17.258	13	17	-108	12	22	
1354187027	390.04	5886.50	1357	1600	16000	1.365	17.079	13	18	-108	13	20	
1354187072	357.53	6015.24	1357	1600	16000	1.079	16.581	13	18	-108	13	20	
1354187119	350.54	5963.26	1357	1600	16000	0.962	16.923	13	18	-108	13	20	
1354187165	752.98	5829.71	1357	1600	16000	1.996	15.854	13	18	-108	13	24	
