Time	UpLink(kbps)	Downlink(kbps)	Payload(Bytes)	SampleTime(ms)	DurationTime(ms)	UploadData(MB)	DownloadData(MB)	Network_Type	LTE_SS	LTE_RSRP(W)	LTE_RSRQ	LTE_SNR(dB)
1354141254660	0.00	0.00	1357	1600	16000	0.000	0.000	13	19	-107	13	30
1354141274710	0.00	0.00	1357	1600	16000	0.000	0.000	13	19	-107	13	30
1354141294758	0.00	0.00	1357	1600	16000	0.000	0.000	13	19	-107	13	30
1354141314836	0.00	0.00	1357	1600	16000	0.000	0.000	13	19	-107	13	30
1354141334877	0.00	0.00	1357	1600	16000	0.000	0.000	13	19	-107	13	30
1354141354921	0.00	0.00	1357	1600	16000	0.000	0.000	13	19	-107	13	30
1354141374969	0.00	0.00	1357	1600	16000	0.000	0.000	13	18	-106	12	32
1354141395021	0.00	0.00	1357	1600	16000	0.000	0.000	13	18	-106	12	32
1354141415066	0.00	0.00	1357	1600	16000	0.000	0.000	13	18	-106	12	32
1354141435111	0.00	0.00	1357	1600	16000	0.000	0.000	13	18	-106	12	32
1354141455158	0.00	0.00	1357	1600	16000	0.000	0.000	13	18	-106	12	32
1354141475203	0.00	0.00	1357	1600	16000	0.000	0.000	13	18	-106	12	32
1354141555321	0.00	0.00	1357	1600	16000	0.000	0.000	13	17	-106	11	30
1354141555345	0.00	0.00	1357	1600	16000	0.000	0.000	13	17	-106	11	30
1354141555366	0.00	0.00	1357	1600	16000	0.000	0.000	13	17	-106	11	30
1354141555377	0.00	0.00	1357	1600	16000	0.000	0.000	13	17	-106	11	30
1354141555386	0.00	0.00	1357	1600	16000	0.000	0.000	13	17	-106	11	30
1354141555397	0.00	0.00	1357	1600	16000	0.000	0.000	13	17	-106	11	30
1354141555412	0.00	0.00	1357	1600	16000	0.000	0.000	13	17	-106	11	30
1354141555419	0.00	0.00	1357	1600	16000	0.000	0.000	13	17	-106	11	30
